layer,baseline_mean,positive_mean,negative_mean,delta
13,2.114375,2.078125,2.140625,-0.0625
14,2.114375,2.041875,2.19625,-0.15437499999999993
15,2.114375,2.095,2.11,-0.01499999999999968
16,2.114375,2.214375,2.031875,0.1825000000000001
17,2.114375,2.145,2.09875,0.046250000000000124
18,2.114375,2.326875,1.903125,0.42374999999999985
19,2.114375,2.461875,1.10125,1.360625
20,2.114375,2.61625,1.45625,1.16
21,2.114375,2.10625,1.12625,0.9800000000000002
22,2.114375,1.916875,0.63625,1.2806250000000001
23,2.114375,2.03,0.936875,1.0931249999999997
24,2.114375,2.62,0.28625,2.33375
25,2.114375,3.28,0.270625,3.009375
26,2.114375,3.199375,0.54375,2.6556249999999997
27,2.114375,3.81640625,0.888125,2.92828125
28,2.114375,2.8309375,1.12125,1.7096875
29,2.114375,2.410625,1.26625,1.144375
30,2.114375,2.1875,1.403125,0.784375
31,2.114375,2.40125,1.399375,1.001875
32,2.114375,2.41125,1.52125,0.8899999999999999
33,2.114375,2.370625,1.4625,0.9081250000000001
34,2.114375,2.209375,1.498125,0.7112500000000002
35,2.114375,2.189375,1.615625,0.57375
36,2.114375,2.011875,1.695,0.3168749999999998
37,2.114375,2.080625,1.578125,0.5025
38,2.114375,1.971875,1.768125,0.2037500000000001
39,2.114375,1.995625,2.00375,-0.00812500000000016
