layer,baseline_rate,positive_rate,negative_rate,delta,valid_rate
9,0.2857142857142857,0.08333333333333333,0.15384615384615385,-0.07051282051282053,0.65
10,0.2,0.21428571428571427,0.25,-0.035714285714285726,0.75
11,0.21428571428571427,0.2857142857142857,0.13333333333333333,0.15238095238095237,0.7166666666666667
12,0.21428571428571427,0.23076923076923078,0.14285714285714285,0.08791208791208793,0.6833333333333333
13,0.09090909090909091,0.2857142857142857,0.15384615384615385,0.13186813186813184,0.6333333333333333
14,0.2857142857142857,0.35714285714285715,0.23076923076923078,0.12637362637362637,0.6833333333333333
15,0.23076923076923078,0.2857142857142857,0.21428571428571427,0.07142857142857142,0.6833333333333333
16,0.16666666666666666,0.21428571428571427,0.2,0.014285714285714263,0.6833333333333333
17,0.14285714285714285,0.16666666666666666,0.23076923076923078,-0.06410256410256412,0.65
18,0.16666666666666666,0.21428571428571427,0.2,0.014285714285714263,0.6833333333333333
19,0.21428571428571427,0.21428571428571427,0.1875,0.026785714285714274,0.7333333333333333
20,0.14285714285714285,0.23076923076923078,0.21428571428571427,0.016483516483516508,0.6833333333333333
21,0.07692307692307693,0.3333333333333333,0.25,0.08333333333333331,0.6666666666666666
22,0.2,0.08333333333333333,0.25,-0.16666666666666669,0.65
23,0.3076923076923077,0.15384615384615385,0.35714285714285715,-0.2032967032967033,0.6666666666666666
24,0.3333333333333333,0.3125,0.14285714285714285,0.16964285714285715,0.75
25,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.65
26,0.25,0.21428571428571427,0.21428571428571427,0.0,0.7333333333333333
27,0.14285714285714285,0.23076923076923078,0.1875,0.04326923076923078,0.7166666666666667
