layer,baseline_rate,positive_rate,negative_rate,delta,valid_rate
13,0.4,0.5,0.45,0.04999999999999999,1.0
14,0.35,0.5,0.45,0.04999999999999999,1.0
15,0.5,0.45,0.4,0.04999999999999999,1.0
16,0.45,0.4,0.4,0.0,1.0
17,0.4,0.45,0.4,0.04999999999999999,1.0
18,0.4,0.45,0.4,0.04999999999999999,1.0
19,0.4,0.45,0.45,0.0,1.0
20,0.45,0.4,0.45,-0.04999999999999999,1.0
21,0.45,0.4,0.5,-0.09999999999999998,1.0
22,0.45,0.45,0.45,0.0,1.0
23,0.4,0.4,0.47368421052631576,-0.07368421052631574,0.9833333333333333
24,0.5,0.4,0.55,-0.15000000000000002,1.0
25,0.5,0.4,0.45,-0.04999999999999999,1.0
26,0.4,0.4,0.4,0.0,1.0
27,0.4,0.4,0.42105263157894735,-0.021052631578947323,0.9833333333333333
28,0.35,0.35,0.35,0.0,1.0
29,0.4,0.4,0.55,-0.15000000000000002,1.0
30,0.4,0.45,0.4,0.04999999999999999,1.0
31,0.3684210526315789,0.4,0.45,-0.04999999999999999,0.9833333333333333
32,0.45,0.4,0.45,-0.04999999999999999,1.0
33,0.45,0.45,0.35,0.10000000000000003,1.0
34,0.4,0.45,0.45,0.0,1.0
35,0.5,0.5,0.35,0.15000000000000002,1.0
36,0.4,0.5,0.4,0.09999999999999998,1.0
37,0.4,0.4,0.35,0.050000000000000044,1.0
38,0.5,0.5,0.45,0.04999999999999999,1.0
39,0.45,0.45,0.4,0.04999999999999999,1.0
