strength,mean_p_positive,std_p_positive,n_samples,delta_from_baseline,model,model_size,num_layers
-0.5,0.025203500986099244,0.1407412533273661,50,-0.8834126031398774,Qwen/Qwen3-4B,4B,36
-0.25,0.061026650667190555,0.2028142819923787,50,-0.847589453458786,Qwen/Qwen3-4B,4B,36
-0.1,0.6075810110569,0.44335871321254633,50,-0.3010350930690766,Qwen/Qwen3-4B,4B,36
-0.05,0.7805352699756622,0.3819401166755799,50,-0.12808083415031435,Qwen/Qwen3-4B,4B,36
0.0,0.9086161041259766,0.22395983245810477,50,0.0,Qwen/Qwen3-4B,4B,36
0.05,0.9533727478981018,0.1516328900521425,50,0.04475664377212518,Qwen/Qwen3-4B,4B,36
0.1,0.9249610316753387,0.2457781860935419,50,0.01634492754936212,Qwen/Qwen3-4B,4B,36
0.25,0.9996827816963196,0.0008213500225323212,50,0.09106667757034304,Qwen/Qwen3-4B,4B,36
0.5,0.9998629510402679,2.6055380880347715e-05,50,0.0912468469142913,Qwen/Qwen3-4B,4B,36
