strength,mean_p_positive,std_p_positive,n_samples,delta_from_baseline,model,model_size,num_layers
-0.5,0.10054931521415711,0.2696310681194027,50,-0.7614501678943634,Qwen/Qwen3-14B,14B,40
-0.25,0.052196205854415895,0.1913939659991665,50,-0.8098032772541046,Qwen/Qwen3-14B,14B,40
-0.1,0.5953483843803405,0.44299872184510475,50,-0.26665109872817994,Qwen/Qwen3-14B,14B,40
-0.05,0.7731199073791504,0.36908325996795016,50,-0.08887957572937011,Qwen/Qwen3-14B,14B,40
0.0,0.8619994831085205,0.3082054125989066,50,0.0,Qwen/Qwen3-14B,14B,40
0.05,0.9931710243225098,0.018380864749870163,50,0.13117154121398933,Qwen/Qwen3-14B,14B,40
0.1,0.9302587068080902,0.24517944631867195,50,0.06825922369956972,Qwen/Qwen3-14B,14B,40
0.25,0.9998305797576904,9.776344122185633e-05,50,0.13783109664916993,Qwen/Qwen3-14B,14B,40
0.5,0.9998629593849182,4.558233647944798e-05,50,0.13786347627639772,Qwen/Qwen3-14B,14B,40
