layer,baseline_mean,positive_mean,negative_mean,delta
31,4.653493347167969,4.57682357788086,4.578115234375,-0.001291656494140092
32,4.653493347167969,4.61628173828125,4.591175842285156,0.02510589599609414
33,4.653493347167969,4.622254333496094,4.680614624023438,-0.05836029052734393
34,4.653493347167969,4.625217895507813,4.624959106445313,0.00025878906250031974
35,4.653493347167969,4.478515014648438,4.739841003417968,-0.2613259887695305
36,4.653493347167969,4.436285095214844,4.727870483398437,-0.29158538818359325
37,4.653493347167969,4.610955505371094,4.638574829101563,-0.027619323730468714
38,4.653493347167969,4.477899017333985,4.578649291992187,-0.10075027465820252
39,4.653493347167969,4.398737106323242,4.644541931152344,-0.2458048248291016
40,4.653493347167969,4.445815773010254,4.572274780273437,-0.1264590072631835
41,4.653493347167969,4.233936309814453,4.663606719970703,-0.42967041015625007
42,4.653493347167969,4.110499420166016,4.573033294677734,-0.4625338745117187
43,4.653493347167969,4.109232635498047,4.495281524658203,-0.3860488891601568
44,4.653493347167969,4.0277798461914065,4.520400085449219,-0.4926202392578123
45,4.653493347167969,3.8918283081054685,4.615248107910157,-0.7234197998046881
46,4.653493347167969,3.9361697387695314,4.682531433105469,-0.7463616943359375
47,4.653493347167969,3.9886480712890626,4.62529296875,-0.6366448974609376
48,4.653493347167969,4.383015747070313,4.472881469726563,-0.08986572265625004
49,4.653493347167969,4.323373260498047,4.451651000976563,-0.1282777404785156
50,4.653493347167969,3.7870022583007814,4.91133544921875,-1.124333190917969
51,4.653493347167969,4.051925048828125,4.873939819335938,-0.8220147705078125
52,4.653493347167969,4.239056701660156,4.491013793945313,-0.2519570922851564
53,4.653493347167969,4.303983764648438,4.556663818359375,-0.2526800537109377
54,4.653493347167969,4.195581893920899,4.351827392578125,-0.15624549865722592
55,4.653493347167969,4.754713134765625,3.5811956787109374,1.1735174560546877
56,4.653493347167969,4.898536834716797,3.2394854736328127,1.6590513610839843
57,4.653493347167969,4.353016357421875,3.972032470703125,0.3809838867187505
58,4.653493347167969,4.074582061767578,4.096028747558594,-0.02144668579101605
59,4.653493347167969,3.93901123046875,3.9410699462890624,-0.0020587158203122513
60,4.653493347167969,4.28072509765625,3.7891583251953125,0.49156677246093716
61,4.653493347167969,4.18213623046875,3.5261196899414062,0.6560165405273435
62,4.653493347167969,4.0857275390625,3.5831524658203127,0.5025750732421872
63,4.653493347167969,4.480149230957031,3.280442199707031,1.19970703125
64,4.653493347167969,4.0760736083984375,3.3448611450195314,0.7312124633789061
65,4.653493347167969,4.20178466796875,3.5773934936523437,0.6243911743164059
66,4.653493347167969,4.290547485351563,3.013221893310547,1.2773255920410156
67,4.653493347167969,3.854635925292969,3.525684814453125,0.32895111083984396
68,4.653493347167969,4.2517086791992185,3.0420578002929686,1.20965087890625
69,4.653493347167969,2.308399963378906,2.011770477294922,0.296629486083984
70,4.653493347167969,-0.3247314453125,-0.27959648132324216,-0.045134963989257815
71,4.653493347167969,1.944324951171875,0.5096698760986328,1.434655075073242
72,4.653493347167969,1.501025390625,1.0477283477783204,0.4532970428466796
73,4.653493347167969,3.52544921875,1.128182373046875,2.397266845703125
74,4.653493347167969,5.84694580078125,0.843280029296875,5.003665771484375
75,4.653493347167969,5.87651123046875,0.73033203125,5.14617919921875
76,4.653493347167969,6.924371337890625,1.558642578125,5.3657287597656245
77,4.653493347167969,6.324305419921875,2.4207003784179686,3.9036050415039063
78,4.653493347167969,6.099576416015625,3.4475225830078124,2.652053833007813
79,4.653493347167969,6.77366943359375,2.547972412109375,4.225697021484375
80,4.653493347167969,5.4327786254882815,3.822911376953125,1.6098672485351564
81,4.653493347167969,5.279086761474609,4.033666076660157,1.2454206848144524
82,4.653493347167969,5.2785641479492185,3.8591346740722656,1.4194294738769528
83,4.653493347167969,5.187399520874023,3.964801025390625,1.222598495483398
84,4.653493347167969,5.045387420654297,3.8701214599609375,1.1752659606933595
85,4.653493347167969,4.764045715332031,4.1918798828125,0.5721658325195316
86,4.653493347167969,4.686247787475586,4.222083740234375,0.4641640472412112
87,4.653493347167969,4.8412422180175785,4.244534912109375,0.5967073059082031
88,4.653493347167969,4.817619323730469,4.28567626953125,0.5319430541992185
89,4.653493347167969,4.7426904296875,4.358788757324219,0.3839016723632813
90,4.653493347167969,4.687567291259765,4.330761108398438,0.3568061828613276
91,4.653493347167969,4.7607723999023435,4.341689453125,0.41908294677734315
92,4.653493347167969,4.725415344238281,4.274708862304688,0.45070648193359375
93,4.653493347167969,4.487293090820312,4.671134033203125,-0.18384094238281268
