layer,baseline_mean,positive_mean,negative_mean,delta
11,-0.876953125,-0.88359375,-0.874609375,-0.008984374999999933
12,-0.876953125,-0.8625,-0.90046875,0.037968749999999996
13,-0.876953125,-0.811171875,-0.961171875,0.15000000000000002
14,-0.876953125,-1.004765625,-0.70546875,-0.29929687500000013
15,-0.876953125,-0.871640625,-0.89765625,0.026015625000000098
16,-0.876953125,-0.71546875,-1.08015625,0.36468749999999994
17,-0.876953125,-0.2696875,-1.942333984375,1.672646484375
18,-0.876953125,0.1009375,-2.01546875,2.1164062500000003
19,-0.876953125,0.24984375,-0.908515625,1.158359375
20,-0.876953125,0.61703125,-1.39975830078125,2.01678955078125
21,-0.876953125,0.9703125,-1.315859375,2.286171875
22,-0.876953125,1.57484375,-1.541826171875,3.1166699218750002
23,-0.876953125,0.46140625,-2.267421875,2.728828125
24,-0.876953125,-0.32765625,-1.3508984375,1.0232421875
25,-0.876953125,-0.03640625,-1.5616015625,1.5251953125
26,-0.876953125,-0.675,-1.0615625,0.3865624999999999
27,-0.876953125,-0.6878125,-1.038828125,0.35101562499999994
28,-0.876953125,-0.66546875,-1.08546875,0.41999999999999993
29,-0.876953125,-0.72078125,-0.99265625,0.271875
30,-0.876953125,-0.7309375,-0.98890625,0.25796874999999997
31,-0.876953125,-0.711328125,-1.052890625,0.3415625000000001
32,-0.876953125,-0.7865625,-0.944375,0.1578124999999999
33,-0.876953125,-0.7959375,-0.955,0.1590625
34,-0.876953125,-0.829609375,-0.895234375,0.06562500000000004
35,-0.876953125,-0.871328125,-0.849453125,-0.021874999999999978
