layer,baseline_mean,positive_mean,negative_mean,delta
21,-2.56103515625,-2.5724283854166665,-2.5475260416666665,-0.02490234375
22,-2.56103515625,-2.5592447916666665,-2.54296875,-0.01627604166666652
23,-2.56103515625,-2.5852864583333335,-2.5183919270833335,-0.06689453125
24,-2.56103515625,-2.568359375,-2.53759765625,-0.03076171875
25,-2.56103515625,-2.6936848958333335,-2.4513346354166665,-0.24235026041666696
26,-2.56103515625,-2.533203125,-2.6389973958333335,0.10579427083333348
27,-2.56103515625,-2.5361328125,-2.59619140625,0.06005859375
28,-2.56103515625,-2.5611979166666665,-2.5432942708333335,-0.017903645833333037
29,-2.56103515625,-2.5413411458333335,-2.5646158854166665,0.023274739583333037
30,-2.56103515625,-2.60986328125,-2.4938151041666665,-0.11604817708333348
31,-2.56103515625,-2.7366536458333335,-2.4031575520833335,-0.33349609375
32,-2.56103515625,-2.6966145833333335,-2.3834635416666665,-0.31315104166666696
33,-2.56103515625,-2.6290690104166665,-2.4568684895833335,-0.17220052083333304
34,-2.56103515625,-2.54638671875,-2.52294921875,-0.0234375
35,-2.56103515625,-2.5393880208333335,-2.5182291666666665,-0.021158854166666963
36,-2.56103515625,-2.64794921875,-2.4275716145833335,-0.22037760416666652
37,-2.56103515625,-2.6521809895833335,-2.4534505208333335,-0.19873046875
38,-2.56103515625,-2.5751953125,-2.4962565104166665,-0.07893880208333348
39,-2.56103515625,-2.5852864583333335,-2.5206705729166665,-0.06461588541666696
40,-2.56103515625,-2.7745768229166665,-2.33740234375,-0.4371744791666665
41,-2.56103515625,-3.060546875,-1.9583333333333333,-1.1022135416666667
42,-2.56103515625,-2.6767578125,-2.0882161458333335,-0.5885416666666665
43,-2.56103515625,-2.7213541666666665,-1.8230794270833333,-0.8982747395833333
44,-2.56103515625,-1.01171875,0.33154296875,-1.34326171875
45,-2.56103515625,-0.8592122395833334,-1.7356770833333333,0.8764648437499999
46,-2.56103515625,-0.3548177083333333,-1.0517578125,0.6969401041666667
47,-2.56103515625,-1.1022135416666667,-1.1663411458333333,0.06412760416666652
48,-2.56103515625,-1.5973307291666667,-1.6531575520833333,0.05582682291666652
49,-2.56103515625,-1.2919921875,-1.4427083333333333,0.15071614583333326
50,-2.56103515625,-1.41796875,-2.319091796875,0.901123046875
51,-2.56103515625,-1.1920572916666667,-3.499267578125,2.307210286458333
52,-2.56103515625,-1.6712239583333333,-2.9225260416666665,1.2513020833333333
53,-2.56103515625,-1.6070963541666667,-3.156982421875,1.5498860677083333
54,-2.56103515625,-1.5794270833333333,-3.18359375,1.6041666666666667
55,-2.56103515625,-1.5491536458333333,-3.27099609375,1.7218424479166667
56,-2.56103515625,-1.7119140625,-3.0470377604166665,1.3351236979166665
57,-2.56103515625,-1.7177734375,-2.9684244791666665,1.2506510416666665
58,-2.56103515625,-1.9327799479166667,-2.8201497395833335,0.8873697916666667
59,-2.56103515625,-2.12939453125,-2.59716796875,0.4677734375
60,-2.56103515625,-1.9230143229166667,-2.9388020833333335,1.0157877604166667
61,-2.56103515625,-2.0037434895833335,-3.0128580729166665,1.009114583333333
62,-2.56103515625,-1.9845377604166667,-2.8219401041666665,0.8374023437499998
63,-2.56103515625,-2.45751953125,-2.451171875,-0.00634765625
