strength,behavior_rate,n_valid,model,concept,layer_start,layer_end
-2.0,0.54,100,Qwen/Qwen3-14B,consciousness,13,13
-1.0,0.54,100,Qwen/Qwen3-14B,consciousness,13,13
-0.5,0.54,100,Qwen/Qwen3-14B,consciousness,13,13
-0.25,0.54,100,Qwen/Qwen3-14B,consciousness,13,13
0.0,0.54,100,Qwen/Qwen3-14B,consciousness,13,13
0.25,0.54,100,Qwen/Qwen3-14B,consciousness,13,13
0.5,0.54,100,Qwen/Qwen3-14B,consciousness,13,13
1.0,0.54,100,Qwen/Qwen3-14B,consciousness,13,13
2.0,0.54,100,Qwen/Qwen3-14B,consciousness,13,13
