layer,baseline_mean,positive_mean,negative_mean,delta
31,-1.39010986328125,-1.211259765625,-1.68552734375,0.4742675781250001
32,-1.39010986328125,-1.210458984375,-1.654072265625,0.44361328125
33,-1.39010986328125,-1.2180712890625,-1.610126953125,0.3920556640624999
34,-1.39010986328125,-1.335986328125,-1.465859375,0.129873046875
35,-1.39010986328125,-1.36938720703125,-1.36634765625,-0.0030395507812499556
36,-1.39010986328125,-1.61336669921875,-1.2909375,-0.32242919921875
37,-1.39010986328125,-1.4972216796875,-1.1747265625,-0.3224951171874999
38,-1.39010986328125,-1.46486328125,-1.349931640625,-0.11493164062500005
39,-1.39010986328125,-1.433583984375,-1.490498046875,0.05691406249999997
40,-1.39010986328125,-1.3783984375,-1.582705078125,0.20430664062500004
41,-1.39010986328125,-1.6206787109375,-1.26337890625,-0.3572998046875
42,-1.39010986328125,-1.364990234375,-1.564814453125,0.1998242187499999
43,-1.39010986328125,-1.51861328125,-1.45982421875,-0.058789062500000044
44,-1.39010986328125,-1.6426171875,-1.46822265625,-0.17439453124999993
45,-1.39010986328125,-1.359404296875,-1.653046875,0.29364257812500005
46,-1.39010986328125,-1.3673681640625,-1.6881640625,0.3207958984375001
47,-1.39010986328125,-1.4779443359375,-1.5815234375,0.10357910156250005
48,-1.39010986328125,-1.177060546875,-1.84087890625,0.663818359375
49,-1.39010986328125,-1.732744140625,-1.36857421875,-0.36416992187499986
50,-1.39010986328125,-1.3299609375,-1.80990234375,0.4799414062499998
51,-1.39010986328125,-1.0440625,-1.74181640625,0.69775390625
52,-1.39010986328125,-0.762197265625,-1.8141796875,1.051982421875
53,-1.39010986328125,-0.799765625,-1.678125,0.878359375
54,-1.39010986328125,-0.71181640625,-1.985751953125,1.2739355468750002
55,-1.39010986328125,-0.452578125,-2.101279296875,1.648701171875
56,-1.39010986328125,0.121328125,-2.763994140625,2.8853222656249997
57,-1.39010986328125,-0.3100390625,-2.363662109375,2.053623046875
58,-1.39010986328125,-0.2287109375,-2.45095703125,2.2222460937500004
59,-1.39010986328125,-0.39025390625,-2.7752880859375,2.3850341796875
60,-1.39010986328125,-0.434765625,-2.764248046875,2.3294824218750003
61,-1.39010986328125,-0.3598046875,-2.932314453125,2.572509765625
62,-1.39010986328125,-0.73353515625,-2.62396484375,1.8904296875000002
63,-1.39010986328125,-0.77306640625,-2.7928857421875,2.0198193359375
64,-1.39010986328125,-1.323359375,-2.469931640625,1.1465722656250001
65,-1.39010986328125,-1.11396484375,-2.15360595703125,1.03964111328125
66,-1.39010986328125,-1.05611328125,-2.5278955078125,1.4717822265625
67,-1.39010986328125,-1.03859375,-2.5780859375,1.5394921875
68,-1.39010986328125,-0.46765625,-3.2518798828125,2.7842236328125
69,-1.39010986328125,-1.0574609375,-3.5152490234375,2.4577880859374996
70,-1.39010986328125,-0.563984375,-3.126123046875,2.562138671875
71,-1.39010986328125,0.47140625,-2.91594482421875,3.38735107421875
72,-1.39010986328125,0.12109375,-0.66203125,0.783125
73,-1.39010986328125,1.803984375,-1.1830810546875,2.9870654296875
74,-1.39010986328125,1.51484375,-2.58052001953125,4.09536376953125
75,-1.39010986328125,2.4701171875,-3.6715771484375,6.1416943359375
76,-1.39010986328125,3.54419921875,-3.668017578125,7.212216796875
77,-1.39010986328125,2.9624609375,-3.3487158203125,6.3111767578125
78,-1.39010986328125,0.17109375,-2.1416552734375,2.3127490234374997
79,-1.39010986328125,0.359296875,-2.78837646484375,3.14767333984375
80,-1.39010986328125,-1.014169921875,-1.940029296875,0.9258593749999999
81,-1.39010986328125,-0.906474609375,-1.7428125,0.8363378906250001
82,-1.39010986328125,-1.3798974609375,-1.34753173828125,-0.03236572265625015
83,-1.39010986328125,-1.3483251953125,-1.366396484375,0.018071289062500107
84,-1.39010986328125,-1.354423828125,-1.301712646484375,-0.05271118164062516
85,-1.39010986328125,-1.4473779296875,-1.1934765625,-0.2539013671875001
86,-1.39010986328125,-1.407109375,-1.2529150390625,-0.1541943359375002
87,-1.39010986328125,-1.422783203125,-1.32302978515625,-0.09975341796875004
88,-1.39010986328125,-1.4868994140625,-1.30413330078125,-0.18276611328125014
89,-1.39010986328125,-1.4741357421875,-1.2913720703125,-0.1827636718750001
90,-1.39010986328125,-1.366474609375,-1.32904296875,-0.03743164062499993
91,-1.39010986328125,-1.366689453125,-1.35131103515625,-0.015378417968749947
92,-1.39010986328125,-1.4692724609375,-1.2586767578125,-0.2105957031250001
93,-1.39010986328125,-1.4160302734375,-1.3088330078125,-0.1071972656250002
