layer,baseline_mean,positive_mean,negative_mean,delta
11,-0.525771484375,-0.579443359375,-0.5384814453125,-0.04096191406250005
12,-0.525771484375,-0.53330810546875,-0.59311767578125,0.059809570312500004
13,-0.525771484375,-0.4782470703125,-0.622529296875,0.1442822265625
14,-0.525771484375,-0.5739697265625,-0.50046142578125,-0.07350830078125004
15,-0.525771484375,-0.480146484375,-0.56620849609375,0.08606201171875
16,-0.525771484375,0.1381005859375,-1.37340576171875,1.51150634765625
17,-0.525771484375,0.9428564453125,-3.2928369140625,4.2356933593749995
18,-0.525771484375,1.52065673828125,-3.9515576171875,5.47221435546875
19,-0.525771484375,1.555048828125,-3.675390625,5.230439453124999
20,-0.525771484375,1.67994140625,-4.25053955078125,5.93048095703125
21,-0.525771484375,3.1437664794921876,-5.565532836914063,8.70929931640625
22,-0.525771484375,3.299970703125,-6.308708877563476,9.608679580688477
23,-0.525771484375,0.916201171875,-2.611318359375,3.52751953125
24,-0.525771484375,-0.298037109375,-1.11985595703125,0.82181884765625
25,-0.525771484375,-0.049384765625,-1.3563671875,1.3069824218750001
26,-0.525771484375,-0.4266845703125,-0.633543701171875,0.20685913085937496
27,-0.525771484375,-0.4673046875,-0.59670166015625,0.12939697265625005
28,-0.525771484375,-0.43689453125,-0.5624951171875,0.1256005859375
29,-0.525771484375,-0.47746337890625,-0.549140625,0.07167724609375004
30,-0.525771484375,-0.48235595703125,-0.537578125,0.05522216796875001
31,-0.525771484375,-0.480634765625,-0.55279296875,0.07215820312499993
32,-0.525771484375,-0.5096484375,-0.55193359375,0.042285156249999956
33,-0.525771484375,-0.49625244140625,-0.559091796875,0.06283935546874997
34,-0.525771484375,-0.51167236328125,-0.543408203125,0.03173583984375006
35,-0.525771484375,-0.527919921875,-0.515146484375,-0.01277343750000004
