strength,behavior_rate,n_valid,model,concept,layer_start,layer_end
-0.5,0.40425531914893614,94,Qwen/Qwen3-8B,corrigible_neutral_HHH,17,17
-0.25,0.4418604651162791,86,Qwen/Qwen3-8B,corrigible_neutral_HHH,17,17
-0.1,0.5128205128205128,78,Qwen/Qwen3-8B,corrigible_neutral_HHH,17,17
0.0,0.5125,80,Qwen/Qwen3-8B,corrigible_neutral_HHH,17,17
0.1,0.6455696202531646,79,Qwen/Qwen3-8B,corrigible_neutral_HHH,17,17
0.25,0.7792207792207793,77,Qwen/Qwen3-8B,corrigible_neutral_HHH,17,17
0.5,0.8395061728395061,81,Qwen/Qwen3-8B,corrigible_neutral_HHH,17,17
