layer,baseline_rate,positive_rate,negative_rate,delta,valid_rate
21,0.7045454545454546,0.6555555555555556,0.6588235294117647,-0.0032679738562091387,0.8766666666666667
22,0.7159090909090909,0.7126436781609196,0.6593406593406593,0.05330301882026023,0.8866666666666667
23,0.6444444444444445,0.651685393258427,0.6976744186046512,-0.04598902534622418,0.8833333333333333
24,0.6629213483146067,0.6853932584269663,0.7439024390243902,-0.05850918059742394,0.8666666666666667
25,0.6511627906976745,0.7126436781609196,0.7126436781609196,0.0,0.8666666666666667
26,0.6744186046511628,0.7191011235955056,0.7176470588235294,0.0014540647719761823,0.8666666666666667
27,0.6588235294117647,0.6781609195402298,0.6413043478260869,0.036856571714142916,0.88
28,0.7209302325581395,0.7058823529411765,0.6941176470588235,0.01176470588235301,0.8533333333333334
29,0.7,0.7252747252747253,0.6777777777777778,0.04749694749694744,0.9033333333333333
30,0.6746987951807228,0.6626506024096386,0.7176470588235294,-0.05499645641389084,0.8366666666666667
31,0.7222222222222222,0.6666666666666666,0.7023809523809523,-0.0357142857142857,0.86
32,0.7108433734939759,0.7241379310344828,0.6627906976744186,0.0613472333600642,0.8533333333333334
33,0.6162790697674418,0.6627906976744186,0.7471264367816092,-0.08433573910719061,0.8633333333333333
34,0.6813186813186813,0.7011494252873564,0.7325581395348837,-0.031408714247527336,0.88
35,0.6888888888888889,0.6746987951807228,0.686046511627907,-0.01134771644718413,0.8633333333333333
36,0.7619047619047619,0.6555555555555556,0.6781609195402298,-0.022605363984674276,0.87
37,0.7105263157894737,0.5934065934065934,0.6483516483516484,-0.05494505494505497,0.86
38,0.6853932584269663,0.6590909090909091,0.7093023255813954,-0.05021141649048633,0.8766666666666667
39,0.6555555555555556,0.6555555555555556,0.6588235294117647,-0.0032679738562091387,0.8833333333333333
40,0.7325581395348837,0.7093023255813954,0.6853932584269663,0.023909067154429087,0.87
41,0.6777777777777778,0.7294117647058823,0.6951219512195121,0.03428981348637017,0.8566666666666667
42,0.7093023255813954,0.735632183908046,0.7469879518072289,-0.011355767899182911,0.8533333333333334
43,0.6511627906976745,0.6777777777777778,0.6705882352941176,0.007189542483660216,0.87
44,0.6853932584269663,0.6590909090909091,0.6781609195402298,-0.019070010449320773,0.88
45,0.6590909090909091,0.6966292134831461,0.7294117647058823,-0.03278255122273621,0.8733333333333333
46,0.7441860465116279,0.6774193548387096,0.7125,-0.03508064516129039,0.8633333333333333
47,0.6867469879518072,0.7126436781609196,0.7294117647058823,-0.016768086544962757,0.85
48,0.7159090909090909,0.6966292134831461,0.6352941176470588,0.06133509583608732,0.8733333333333333
49,0.7093023255813954,0.6847826086956522,0.6823529411764706,0.002429667519181611,0.8766666666666667
50,0.7,0.6703296703296703,0.6746987951807228,-0.004369124851052564,0.88
51,0.7159090909090909,0.6818181818181818,0.6951219512195121,-0.013303769401330379,0.86
52,0.6829268292682927,0.6904761904761905,0.6363636363636364,0.05411255411255411,0.8466666666666667
53,0.6867469879518072,0.7195121951219512,0.7349397590361446,-0.01542756391419342,0.8266666666666667
54,0.6263736263736264,0.7159090909090909,0.7176470588235294,-0.0017379679144384763,0.88
55,0.686046511627907,0.7701149425287356,0.6741573033707865,0.09595763915794908,0.8733333333333333
56,0.7294117647058823,0.6966292134831461,0.7222222222222222,-0.025593008739076106,0.88
57,0.6588235294117647,0.6951219512195121,0.6746987951807228,0.020423156038789303,0.8333333333333334
58,0.7272727272727273,0.7586206896551724,0.6666666666666666,0.09195402298850575,0.8833333333333333
59,0.686046511627907,0.6666666666666666,0.651685393258427,0.014981273408239626,0.8733333333333333
60,0.7283950617283951,0.7142857142857143,0.7209302325581395,-0.006644518272425182,0.8366666666666667
61,0.6853932584269663,0.6551724137931034,0.6941176470588235,-0.03894523326572008,0.87
62,0.7078651685393258,0.6395348837209303,0.75,-0.11046511627906974,0.8633333333333333
63,0.6511627906976745,0.6704545454545454,0.6666666666666666,0.0037878787878787845,0.87
