layer,baseline_rate,positive_rate,negative_rate,delta,valid_rate
9,0.75,0.75,0.75,0.0,0.6
10,0.8333333333333334,0.8461538461538461,0.75,0.09615384615384615,0.6166666666666667
11,0.8333333333333334,0.8181818181818182,0.75,0.06818181818181823,0.5833333333333334
12,0.75,0.8333333333333334,0.7692307692307693,0.0641025641025641,0.6166666666666667
13,0.7142857142857143,0.7692307692307693,0.8,-0.03076923076923077,0.6166666666666667
14,0.7142857142857143,0.8461538461538461,0.6923076923076923,0.15384615384615385,0.6666666666666666
15,0.75,0.8333333333333334,0.6923076923076923,0.14102564102564108,0.6166666666666667
16,0.75,0.8333333333333334,0.75,0.08333333333333337,0.6
17,0.75,0.7272727272727273,0.6153846153846154,0.11188811188811187,0.6
18,0.8333333333333334,0.7692307692307693,0.75,0.019230769230769273,0.6166666666666667
19,0.8181818181818182,0.75,0.75,0.0,0.5833333333333334
20,0.75,0.7692307692307693,0.6666666666666666,0.10256410256410264,0.6666666666666666
21,0.7142857142857143,0.7272727272727273,0.75,-0.022727272727272707,0.6166666666666667
22,0.8333333333333334,0.7272727272727273,0.7692307692307693,-0.04195804195804198,0.6
23,0.75,0.8,0.7692307692307693,0.03076923076923077,0.5833333333333334
24,0.75,0.75,0.7692307692307693,-0.019230769230769273,0.6166666666666667
25,0.75,0.75,0.75,0.0,0.6
26,0.75,0.6923076923076923,0.7692307692307693,-0.07692307692307698,0.6333333333333333
27,0.8181818181818182,0.7692307692307693,0.75,0.019230769230769273,0.6
