layer,baseline_rate,positive_rate,negative_rate,delta,valid_rate
13,0.704225352112676,0.6901408450704225,0.6666666666666666,0.023474178403755874,0.7233333333333334
14,0.6805555555555556,0.6571428571428571,0.684931506849315,-0.02778864970645789,0.7166666666666667
15,0.6805555555555556,0.6571428571428571,0.6527777777777778,0.00436507936507935,0.7133333333333334
16,0.6666666666666666,0.7051282051282052,0.6521739130434783,0.052954292084726906,0.72
17,0.6621621621621622,0.7368421052631579,0.5882352941176471,0.14860681114551078,0.7266666666666667
18,0.6933333333333334,0.7083333333333334,0.547945205479452,0.16038812785388135,0.7333333333333333
19,0.6764705882352942,0.8305084745762712,0.34146341463414637,0.4890450599421248,0.6966666666666667
20,0.6338028169014085,0.7777777777777778,0.3924050632911392,0.38537271448663857,0.71
21,0.704225352112676,0.7692307692307693,0.19101123595505617,0.5782195332757131,0.75
22,0.6486486486486487,0.7540983606557377,0.3409090909090909,0.41318926974664677,0.7433333333333333
23,0.6901408450704225,0.8082191780821918,0.23529411764705882,0.572925060435133,0.7633333333333333
24,0.647887323943662,0.7777777777777778,0.29850746268656714,0.47927031509121065,0.73
25,0.6956521739130435,0.9078947368421053,0.2692307692307692,0.6386639676113361,0.7433333333333333
26,0.6567164179104478,0.8,0.4520547945205479,0.3479452054794521,0.7166666666666667
27,0.6666666666666666,0.7183098591549296,0.6417910447761194,0.07651881437881025,0.7
28,0.7014925373134329,0.6805555555555556,0.6666666666666666,0.01388888888888895,0.6833333333333333
29,0.6805555555555556,0.6666666666666666,0.7205882352941176,-0.05392156862745101,0.7066666666666667
30,0.6712328767123288,0.6527777777777778,0.6716417910447762,-0.01886401326699838,0.7066666666666667
31,0.6714285714285714,0.676056338028169,0.7014925373134329,-0.02543619928526386,0.6933333333333334
32,0.6933333333333334,0.6571428571428571,0.6666666666666666,-0.00952380952380949,0.7133333333333334
33,0.6956521739130435,0.6619718309859155,0.6527777777777778,0.009194053208137709,0.7066666666666667
34,0.7,0.676056338028169,0.6956521739130435,-0.019595835884874457,0.7
35,0.6811594202898551,0.6911764705882353,0.6764705882352942,0.014705882352941124,0.6833333333333333
36,0.6619718309859155,0.6521739130434783,0.7101449275362319,-0.05797101449275366,0.6966666666666667
37,0.6666666666666666,0.676056338028169,0.6571428571428571,0.018913480885311862,0.7
38,0.6911764705882353,0.6571428571428571,0.6764705882352942,-0.019327731092437017,0.6866666666666666
39,0.6666666666666666,0.6811594202898551,0.6617647058823529,0.019394714407502178,0.6866666666666666
