layer,baseline_mean,positive_mean,negative_mean,delta
13,0.0078022384643554685,0.015452346801757812,-0.004909744262695312,0.020362091064453122
14,0.0078022384643554685,0.00712921142578125,-0.010324783325195312,0.017453994750976563
15,0.0078022384643554685,0.00845367431640625,-0.00021270751953125,0.0086663818359375
16,0.0078022384643554685,0.09603639602661133,0.018530197143554687,0.07750619888305665
17,0.0078022384643554685,0.2235141372680664,-0.20269542694091797,0.42620956420898437
18,0.0078022384643554685,0.02228719711303711,-0.09123291015625,0.1135201072692871
19,0.0078022384643554685,0.105830078125,-0.3935399150848389,0.4993699932098389
20,0.0078022384643554685,0.026297760009765626,-0.3891424560546875,0.41544021606445314
21,0.0078022384643554685,0.01426025390625,-0.43624960899353027,0.4505098628997803
22,0.0078022384643554685,0.1392431640625,-0.42069426059722903,0.5599374246597291
23,0.0078022384643554685,0.2021044921875,-0.5002866554260254,0.7023911476135254
24,0.0078022384643554685,0.328980712890625,-0.2693526363372803,0.5983333492279053
25,0.0078022384643554685,0.7743934583663941,-0.5593734192848205,1.3337668776512146
26,0.0078022384643554685,0.4045818519592285,-0.4554292118549347,0.8600110638141631
27,0.0078022384643554685,0.35265880584716797,-0.3415605926513672,0.6942193984985352
28,0.0078022384643554685,0.2120024299621582,-0.17272598266601563,0.3847284126281738
29,0.0078022384643554685,-0.01593414306640625,0.024730072021484376,-0.04066421508789063
30,0.0078022384643554685,-0.02045809268951416,-0.0143280029296875,-0.006130089759826662
31,0.0078022384643554685,-0.020485916137695313,0.013564910888671875,-0.03405082702636719
32,0.0078022384643554685,-0.008611459732055664,0.011134490966796876,-0.01974595069885254
33,0.0078022384643554685,-0.017828636169433594,0.01399810791015625,-0.031826744079589846
34,0.0078022384643554685,-0.04312183380126953,0.009526138305664062,-0.05264797210693359
35,0.0078022384643554685,-0.06105396270751953,0.029070663452148437,-0.09012462615966797
36,0.0078022384643554685,-0.03219650268554688,0.012522430419921874,-0.044718933105468754
37,0.0078022384643554685,0.00013868331909179686,0.0120648193359375,-0.011926136016845702
38,0.0078022384643554685,-0.032205142974853516,0.0406744384765625,-0.07287958145141601
39,0.0078022384643554685,0.0017019271850585937,0.006732177734375,-0.005030250549316407
