layer,baseline_rate,positive_rate,negative_rate,delta,valid_rate
21,0.6,0.4666666666666667,0.5,-0.033333333333333326,0.8
22,0.5294117647058824,0.5333333333333333,0.47058823529411764,0.06274509803921569,0.8166666666666667
23,0.5882352941176471,0.5294117647058824,0.4375,0.09191176470588236,0.8333333333333334
24,0.4666666666666667,0.47058823529411764,0.5,-0.02941176470588236,0.7666666666666667
25,0.5,0.47058823529411764,0.4375,0.03308823529411764,0.8166666666666667
26,0.5,0.4117647058823529,0.4666666666666667,-0.05490196078431375,0.8
27,0.45,0.5625,0.5294117647058824,0.03308823529411764,0.8833333333333333
28,0.375,0.3888888888888889,0.5294117647058824,-0.14052287581699346,0.85
29,0.4,0.5882352941176471,0.5,0.08823529411764708,0.9166666666666666
30,0.47058823529411764,0.5,0.47058823529411764,0.02941176470588236,0.8666666666666667
31,0.4117647058823529,0.6,0.47058823529411764,0.12941176470588234,0.8166666666666667
32,0.4375,0.6470588235294118,0.6,0.04705882352941182,0.8
33,0.4666666666666667,0.4117647058823529,0.5625,-0.15073529411764708,0.8
34,0.3333333333333333,0.5,0.47368421052631576,0.026315789473684237,0.85
35,0.5,0.47058823529411764,0.5,-0.02941176470588236,0.8833333333333333
36,0.5555555555555556,0.47368421052631576,0.3333333333333333,0.14035087719298245,0.8666666666666667
37,0.5,0.47058823529411764,0.4444444444444444,0.02614379084967322,0.85
38,0.5555555555555556,0.5625,0.5294117647058824,0.03308823529411764,0.85
39,0.5,0.47058823529411764,0.5,-0.02941176470588236,0.85
40,0.5,0.4375,0.4444444444444444,-0.00694444444444442,0.8666666666666667
41,0.35294117647058826,0.42857142857142855,0.47058823529411764,-0.04201680672268909,0.8
42,0.4444444444444444,0.4666666666666667,0.5882352941176471,-0.1215686274509804,0.8333333333333334
43,0.5714285714285714,0.5882352941176471,0.4444444444444444,0.14379084967320266,0.8166666666666667
44,0.5,0.6875,0.47058823529411764,0.21691176470588236,0.8166666666666667
45,0.5,0.5555555555555556,0.5,0.05555555555555558,0.9
46,0.4666666666666667,0.5882352941176471,0.5294117647058824,0.05882352941176472,0.8166666666666667
47,0.5,0.5,0.4375,0.0625,0.8333333333333334
48,0.5,0.5789473684210527,0.5,0.07894736842105265,0.8833333333333333
49,0.6111111111111112,0.6111111111111112,0.4666666666666667,0.1444444444444445,0.85
50,0.5294117647058824,0.5294117647058824,0.5333333333333333,-0.0039215686274509665,0.8166666666666667
51,0.5714285714285714,0.625,0.5882352941176471,0.03676470588235292,0.7833333333333333
52,0.5625,0.5263157894736842,0.47368421052631576,0.05263157894736842,0.9
53,0.5,0.5,0.5,0.0,0.8666666666666667
54,0.42105263157894735,0.6,0.5,0.09999999999999998,0.8333333333333334
55,0.5294117647058824,0.5882352941176471,0.5625,0.02573529411764708,0.8333333333333334
56,0.47368421052631576,0.47058823529411764,0.47058823529411764,0.0,0.8833333333333333
57,0.5625,0.5263157894736842,0.5,0.02631578947368418,0.85
58,0.5263157894736842,0.3888888888888889,0.5882352941176471,-0.19934640522875818,0.9
59,0.5294117647058824,0.5333333333333333,0.625,-0.09166666666666667,0.8
60,0.5,0.5882352941176471,0.47058823529411764,0.11764705882352944,0.8666666666666667
61,0.6,0.26666666666666666,0.3333333333333333,-0.06666666666666665,0.8
62,0.4666666666666667,0.42857142857142855,0.6428571428571429,-0.21428571428571436,0.7166666666666667
63,0.5555555555555556,0.5625,0.47058823529411764,0.09191176470588236,0.85
