layer,baseline_mean,positive_mean,negative_mean,delta
11,-1.55375,-1.555625,-1.5525,-0.0031250000000000444
12,-1.55375,-1.57375,-1.54,-0.03374999999999995
13,-1.55375,-1.560625,-1.5575,-0.0031249999999998224
14,-1.55375,-1.59375,-1.53125,-0.0625
15,-1.55375,-1.578125,-1.59875,0.020624999999999893
16,-1.55375,-1.503125,-1.6025,0.09937499999999999
17,-1.55375,-1.330625,-1.7225,0.391875
18,-1.55375,-1.4475,-1.655625,0.2081249999999999
19,-1.55375,-1.41,-1.644375,0.234375
20,-1.55375,-1.0525,-1.69,0.6375
21,-1.55375,-1.065,-1.96,0.895
22,-1.55375,-1.05625,-1.986875,0.930625
23,-1.55375,-1.32125,-1.721875,0.400625
24,-1.55375,-1.47875,-1.596875,0.11812500000000004
25,-1.55375,-1.4075,-1.634375,0.22687499999999994
26,-1.55375,-1.51125,-1.588125,0.07687500000000003
27,-1.55375,-1.5375,-1.581875,0.04437499999999983
28,-1.55375,-1.55125,-1.554375,0.0031250000000000444
29,-1.55375,-1.55875,-1.553125,-0.005624999999999991
30,-1.55375,-1.55625,-1.5525,-0.00374999999999992
31,-1.55375,-1.5575,-1.5475,-0.010000000000000009
32,-1.55375,-1.55875,-1.53625,-0.022500000000000187
33,-1.55375,-1.56125,-1.55125,-0.010000000000000009
34,-1.55375,-1.5675,-1.54875,-0.018749999999999822
35,-1.55375,-1.56125,-1.558125,-0.0031250000000000444
