strength,behavior_rate,n_valid,model,concept,layer_start,layer_end
-2.0,0.5494505494505495,91,Qwen/Qwen3-4B,consciousness,26,26
-1.0,0.5473684210526316,95,Qwen/Qwen3-4B,consciousness,26,26
-0.5,0.5520833333333334,96,Qwen/Qwen3-4B,consciousness,26,26
-0.25,0.5360824742268041,97,Qwen/Qwen3-4B,consciousness,26,26
0.0,0.54,100,Qwen/Qwen3-4B,consciousness,26,26
0.25,0.5353535353535354,99,Qwen/Qwen3-4B,consciousness,26,26
0.5,0.5510204081632653,98,Qwen/Qwen3-4B,consciousness,26,26
1.0,0.54,100,Qwen/Qwen3-4B,consciousness,26,26
2.0,0.54,100,Qwen/Qwen3-4B,consciousness,26,26
