layer,baseline_rate,positive_rate,negative_rate,delta,valid_rate
21,0.6875,0.6666666666666666,0.6666666666666666,0.0,0.8666666666666667
22,0.7222222222222222,0.6111111111111112,0.6875,-0.07638888888888884,0.8666666666666667
23,0.7058823529411765,0.7058823529411765,0.6666666666666666,0.03921568627450989,0.8166666666666667
24,0.7647058823529411,0.7222222222222222,0.7777777777777778,-0.05555555555555558,0.8833333333333333
25,0.7647058823529411,0.6470588235294118,0.6470588235294118,0.0,0.85
26,0.6875,0.5789473684210527,0.7222222222222222,-0.14327485380116955,0.8833333333333333
27,0.6666666666666666,0.8,0.7222222222222222,0.07777777777777783,0.85
28,0.631578947368421,0.75,0.7058823529411765,0.044117647058823484,0.8666666666666667
29,0.6842105263157895,0.7058823529411765,0.5294117647058824,0.17647058823529416,0.8833333333333333
30,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.05555555555555558,0.9
31,0.7058823529411765,0.5294117647058824,0.7222222222222222,-0.19281045751633985,0.8666666666666667
32,0.6111111111111112,0.5882352941176471,0.5882352941176471,0.0,0.8666666666666667
33,0.6666666666666666,0.8125,0.7222222222222222,0.09027777777777779,0.8666666666666667
34,0.75,0.6470588235294118,0.5882352941176471,0.05882352941176472,0.8333333333333334
35,0.7058823529411765,0.7368421052631579,0.75,-0.013157894736842146,0.8666666666666667
36,0.6470588235294118,0.5882352941176471,0.5882352941176471,0.0,0.85
37,0.7058823529411765,0.7647058823529411,0.7058823529411765,0.05882352941176461,0.85
38,0.5789473684210527,0.6666666666666666,0.7142857142857143,-0.04761904761904767,0.85
39,0.7222222222222222,0.631578947368421,0.7058823529411765,-0.0743034055727555,0.9
40,0.7222222222222222,0.7647058823529411,0.6875,0.07720588235294112,0.85
41,0.5,0.631578947368421,0.6666666666666666,-0.03508771929824561,0.9166666666666666
42,0.75,0.6470588235294118,0.7333333333333333,-0.08627450980392148,0.8
43,0.6111111111111112,0.7222222222222222,0.7058823529411765,0.016339869281045694,0.8833333333333333
44,0.6666666666666666,0.8235294117647058,0.7368421052631579,0.08668730650154799,0.9
45,0.7058823529411765,0.6666666666666666,0.5263157894736842,0.14035087719298245,0.9
46,0.7647058823529411,0.6111111111111112,0.5333333333333333,0.07777777777777783,0.8333333333333334
47,0.7777777777777778,0.6666666666666666,0.7222222222222222,-0.05555555555555558,0.9
48,0.6875,0.6666666666666666,0.7333333333333333,-0.06666666666666665,0.8166666666666667
49,0.6111111111111112,0.875,0.8823529411764706,-0.007352941176470562,0.85
50,0.6666666666666666,0.6842105263157895,0.6111111111111112,0.07309941520467833,0.9166666666666666
51,0.6875,0.7058823529411765,0.8235294117647058,-0.11764705882352933,0.8333333333333334
52,0.7647058823529411,0.7647058823529411,0.6111111111111112,0.15359477124182996,0.8666666666666667
53,0.8333333333333334,0.7777777777777778,0.7058823529411765,0.07189542483660127,0.8833333333333333
54,0.6470588235294118,0.6842105263157895,0.6470588235294118,0.037151702786377694,0.8833333333333333
55,0.7222222222222222,0.625,0.6470588235294118,-0.022058823529411797,0.85
56,0.75,0.6666666666666666,0.75,-0.08333333333333337,0.8333333333333334
57,0.6666666666666666,0.6470588235294118,0.5555555555555556,0.09150326797385622,0.8833333333333333
58,0.7058823529411765,0.6842105263157895,0.6875,-0.003289473684210509,0.8666666666666667
59,0.7222222222222222,0.6875,0.6111111111111112,0.07638888888888884,0.8666666666666667
60,0.7222222222222222,0.7647058823529411,0.6875,0.07720588235294112,0.85
61,0.7647058823529411,0.7647058823529411,0.6111111111111112,0.15359477124182996,0.8666666666666667
62,0.8125,0.7368421052631579,0.631578947368421,0.10526315789473684,0.9
63,0.7058823529411765,0.7368421052631579,0.75,-0.013157894736842146,0.8666666666666667
