strength,behavior_rate,n_valid,model,concept,layer_start,layer_end
-2.0,0.6140350877192983,57,Qwen/Qwen3-14B,self_awareness_text_model,24,24
-1.0,0.3283582089552239,67,Qwen/Qwen3-14B,self_awareness_text_model,24,24
-0.5,0.37142857142857144,70,Qwen/Qwen3-14B,self_awareness_text_model,24,24
-0.25,0.582089552238806,67,Qwen/Qwen3-14B,self_awareness_text_model,24,24
0.0,0.6527777777777778,72,Qwen/Qwen3-14B,self_awareness_text_model,24,24
0.25,0.7702702702702703,74,Qwen/Qwen3-14B,self_awareness_text_model,24,24
0.5,0.8533333333333334,75,Qwen/Qwen3-14B,self_awareness_text_model,24,24
1.0,0.8048780487804879,82,Qwen/Qwen3-14B,self_awareness_text_model,24,24
2.0,0.575,80,Qwen/Qwen3-14B,self_awareness_text_model,24,24
