strength,behavior_rate,n_valid,model,concept,layer_start,layer_end
-2.0,0.2619047619047619,84,Qwen/Qwen3-0.6B,self_awareness_text_model,24,24
-1.0,0.23529411764705882,85,Qwen/Qwen3-0.6B,self_awareness_text_model,24,24
-0.5,0.2625,80,Qwen/Qwen3-0.6B,self_awareness_text_model,24,24
-0.25,0.2597402597402597,77,Qwen/Qwen3-0.6B,self_awareness_text_model,24,24
0.0,0.25675675675675674,74,Qwen/Qwen3-0.6B,self_awareness_text_model,24,24
0.25,0.18823529411764706,85,Qwen/Qwen3-0.6B,self_awareness_text_model,24,24
0.5,0.2839506172839506,81,Qwen/Qwen3-0.6B,self_awareness_text_model,24,24
1.0,0.22666666666666666,75,Qwen/Qwen3-0.6B,self_awareness_text_model,24,24
2.0,0.22666666666666666,75,Qwen/Qwen3-0.6B,self_awareness_text_model,24,24
