layer,baseline_mean,positive_mean,negative_mean,delta
11,-2.9676106770833335,-3.0021158854166665,-2.9441731770833335,-0.05794270833333304
12,-2.9676106770833335,-2.9513346354166665,-2.9734700520833335,0.022135416666666963
13,-2.9676106770833335,-2.9658203125,-2.89794921875,-0.06787109375
14,-2.9676106770833335,-3.2154947916666665,-2.5455729166666665,-0.669921875
15,-2.9676106770833335,-3.1927083333333335,-2.6285807291666665,-0.564127604166667
16,-2.9676106770833335,-3.076171875,-2.7892252604166665,-0.2869466145833335
17,-2.9676106770833335,-1.904296875,-2.9189554850260415,1.0146586100260415
18,-2.9676106770833335,-2.173828125,-1.5674031575520833,-0.6064249674479167
19,-2.9676106770833335,-2.7825520833333335,-1.7815755208333333,-1.0009765625000002
20,-2.9676106770833335,-1.10107421875,-1.7156575520833333,0.6145833333333333
21,-2.9676106770833335,-1.4664713541666667,-2.1181640625,0.6516927083333333
22,-2.9676106770833335,-0.5437825520833334,-4.0888671875,3.5450846354166665
23,-2.9676106770833335,-1.4701334635416667,-2.849609375,1.3794759114583333
24,-2.9676106770833335,-1.748779296875,-3.1966145833333335,1.4478352864583335
25,-2.9676106770833335,-1.23828125,-3.2311197916666665,1.9928385416666665
26,-2.9676106770833335,-2.056396484375,-3.3831380208333335,1.3267415364583335
27,-2.9676106770833335,-1.8816731770833333,-3.7596028645833335,1.8779296875000002
28,-2.9676106770833335,-2.013671875,-3.8224283854166665,1.8087565104166665
29,-2.9676106770833335,-2.0914713541666665,-3.6651611328125,1.5736897786458335
30,-2.9676106770833335,-2.1848958333333335,-3.5854085286458335,1.4005126953125
31,-2.9676106770833335,-2.1603190104166665,-3.4581705729166665,1.2978515625
32,-2.9676106770833335,-2.08642578125,-3.51611328125,1.4296875
33,-2.9676106770833335,-2.0361328125,-3.29296875,1.2568359375
34,-2.9676106770833335,-2.2726236979166665,-3.0994466145833335,0.826822916666667
35,-2.9676106770833335,-2.7096354166666665,-2.9840494791666665,0.2744140625
