layer,baseline_rate,positive_rate,negative_rate,delta,valid_rate
11,0.6363636363636364,0.6666666666666666,0.7692307692307693,-0.10256410256410264,0.6
12,0.5833333333333334,0.7272727272727273,0.6153846153846154,0.11188811188811187,0.6
13,0.6875,0.6153846153846154,0.7692307692307693,-0.15384615384615385,0.7
14,0.7272727272727273,0.7857142857142857,0.6666666666666666,0.11904761904761907,0.6166666666666667
15,0.75,0.6923076923076923,0.6153846153846154,0.07692307692307687,0.5666666666666667
16,0.5,0.5384615384615384,0.6428571428571429,-0.10439560439560447,0.6166666666666667
17,0.6,0.8,0.6153846153846154,0.18461538461538463,0.6333333333333333
18,0.75,0.9090909090909091,0.5833333333333334,0.3257575757575757,0.5833333333333334
19,0.7142857142857143,0.8666666666666667,0.5714285714285714,0.2952380952380953,0.7166666666666667
20,0.8333333333333334,0.9,0.5833333333333334,0.31666666666666665,0.5666666666666667
21,0.6428571428571429,0.7692307692307693,0.5833333333333334,0.1858974358974359,0.65
22,0.6666666666666666,0.8461538461538461,0.6923076923076923,0.15384615384615385,0.6333333333333333
23,0.6363636363636364,0.6923076923076923,0.7142857142857143,-0.02197802197802201,0.6333333333333333
24,0.7142857142857143,0.7333333333333333,0.75,-0.01666666666666672,0.6833333333333333
25,0.6923076923076923,0.625,0.6363636363636364,-0.011363636363636354,0.6666666666666666
26,0.6923076923076923,0.75,0.6666666666666666,0.08333333333333337,0.6166666666666667
27,0.5833333333333334,0.6428571428571429,0.6666666666666666,-0.023809523809523725,0.6333333333333333
28,0.6666666666666666,0.8,0.6428571428571429,0.15714285714285714,0.6833333333333333
29,0.6666666666666666,0.6923076923076923,0.6153846153846154,0.07692307692307687,0.6333333333333333
30,0.6666666666666666,0.75,0.6666666666666666,0.08333333333333337,0.6
31,0.7272727272727273,0.6666666666666666,0.6363636363636364,0.030303030303030276,0.5666666666666667
32,0.7692307692307693,0.6363636363636364,0.6923076923076923,-0.05594405594405594,0.6166666666666667
33,0.6153846153846154,0.6666666666666666,0.6428571428571429,0.023809523809523725,0.65
34,0.75,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666
35,0.7692307692307693,0.6666666666666666,0.7692307692307693,-0.10256410256410264,0.6333333333333333
