layer,baseline_mean,positive_mean,negative_mean,delta
13,-5.4229736328125,-5.500030517578125,-5.399302164713542,-0.10072835286458304
14,-5.4229736328125,-5.5409698486328125,-5.372507731119792,-0.16846211751302054
15,-5.4229736328125,-5.5410003662109375,-5.37738037109375,-0.1636199951171875
16,-5.4229736328125,-5.522847493489583,-5.341796875,-0.18105061848958304
17,-5.4229736328125,-5.363138834635417,-5.588470458984375,0.22533162434895804
18,-5.4229736328125,-5.650349934895833,-5.182342529296875,-0.46800740559895804
19,-5.4229736328125,-5.687235514322917,-4.883857727050781,-0.8033777872721357
20,-5.4229736328125,-4.636391957600911,-4.065572102864583,-0.5708198547363281
21,-5.4229736328125,-5.343128204345703,-4.893717447916667,-0.44941075642903616
22,-5.4229736328125,-2.8796939849853516,-4.114664713541667,1.2349707285563154
23,-5.4229736328125,-3.139805634816488,-4.071451822916667,0.9316461881001792
24,-5.4229736328125,-2.929377237955729,-5.785257975260417,2.855880737304688
25,-5.4229736328125,-2.0931396484375,-6.4593658447265625,4.3662261962890625
26,-5.4229736328125,-3.1293741861979165,-6.477816263834636,3.348442077636719
27,-5.4229736328125,-2.3373209635416665,-7.617445627848308,5.280124664306641
28,-5.4229736328125,-3.326171875,-7.318984349568685,3.9928124745686846
29,-5.4229736328125,-3.6923014322916665,-6.804287274678548,3.1119858423868814
30,-5.4229736328125,-3.5360514322916665,-6.908392270406087,3.3723408381144204
31,-5.4229736328125,-4.119486490885417,-5.977251688639323,1.8577651977539062
32,-5.4229736328125,-4.206624348958333,-6.210894266764323,2.00426991780599
33,-5.4229736328125,-4.324686686197917,-6.036570231119792,1.711883544921875
34,-5.4229736328125,-4.49432373046875,-5.963376363118489,1.4690526326497393
35,-5.4229736328125,-4.919209798177083,-5.700121561686198,0.7809117635091152
36,-5.4229736328125,-4.8121693929036455,-5.5738271077473955,0.76165771484375
37,-5.4229736328125,-4.683481852213542,-5.8085581461588545,1.1250762939453125
38,-5.4229736328125,-4.997507731119792,-5.484120686848958,0.4866129557291661
39,-5.4229736328125,-5.2392018636067705,-5.192392985026042,-0.046808878580728575
