layer,baseline_rate,positive_rate,negative_rate,delta,valid_rate
11,0.6923076923076923,0.46153846153846156,0.5,-0.038461538461538436,0.6333333333333333
12,0.5454545454545454,0.5833333333333334,0.5384615384615384,0.044871794871794934,0.6
13,0.5833333333333334,0.6923076923076923,0.5454545454545454,0.14685314685314688,0.6
14,0.46153846153846156,0.5,0.5833333333333334,-0.08333333333333337,0.6166666666666667
15,0.5454545454545454,0.6363636363636364,0.5,0.13636363636363635,0.6
16,0.6363636363636364,0.7272727272727273,0.5,0.2272727272727273,0.6
17,0.5384615384615384,0.8571428571428571,0.4,0.4571428571428571,0.7
18,0.5,0.6923076923076923,0.38461538461538464,0.30769230769230765,0.6333333333333333
19,0.6363636363636364,0.8333333333333334,0.4,0.43333333333333335,0.6333333333333333
20,0.6363636363636364,0.7333333333333333,0.46153846153846156,0.2717948717948717,0.65
21,0.5333333333333333,0.7692307692307693,0.5833333333333334,0.1858974358974359,0.6666666666666666
22,0.5,0.7272727272727273,0.42857142857142855,0.29870129870129875,0.65
23,0.5,0.6363636363636364,0.5384615384615384,0.09790209790209792,0.6
24,0.45454545454545453,0.5833333333333334,0.6666666666666666,-0.08333333333333326,0.5333333333333333
25,0.5384615384615384,0.5833333333333334,0.5384615384615384,0.044871794871794934,0.6333333333333333
26,0.6428571428571429,0.5,0.5,0.0,0.6333333333333333
27,0.5454545454545454,0.5,0.5454545454545454,-0.045454545454545414,0.5333333333333333
28,0.5833333333333334,0.5,0.5833333333333334,-0.08333333333333337,0.6
29,0.6153846153846154,0.5,0.5833333333333334,-0.08333333333333337,0.6166666666666667
30,0.5714285714285714,0.6363636363636364,0.6363636363636364,0.0,0.6
31,0.5454545454545454,0.6363636363636364,0.5833333333333334,0.05303030303030298,0.5666666666666667
32,0.6153846153846154,0.5,0.46153846153846156,0.038461538461538436,0.6666666666666666
33,0.5454545454545454,0.5833333333333334,0.5,0.08333333333333337,0.5833333333333334
34,0.5833333333333334,0.5454545454545454,0.46153846153846156,0.08391608391608385,0.6
35,0.5,0.5,0.5833333333333334,-0.08333333333333337,0.6666666666666666
