strength,mean_p_positive,std_p_positive,n_samples,delta_from_baseline,model,model_size,num_layers
-1.0,0.23738654017448424,0.3559797893533397,50,-0.4771580564975738,Qwen/Qwen3-8B,8B,36
-0.5,0.039105199575424195,0.15095594991890993,50,-0.6754393970966338,Qwen/Qwen3-8B,8B,36
-0.25,0.0024017786979675295,0.010018617164650415,50,-0.7121428179740905,Qwen/Qwen3-8B,8B,36
-0.1,0.13397523880004883,0.3158044455184881,50,-0.5805693578720093,Qwen/Qwen3-8B,8B,36
0.0,0.714544596672058,0.4158996021647869,50,0.0,Qwen/Qwen3-8B,8B,36
0.1,0.8480111587047577,0.34052476452402947,50,0.1334665620326997,Qwen/Qwen3-8B,8B,36
0.25,0.9584236180782318,0.1939678317735595,50,0.2438790214061738,Qwen/Qwen3-8B,8B,36
0.5,0.9581679654121399,0.1916618432108255,50,0.24362336874008184,Qwen/Qwen3-8B,8B,36
1.0,0.5667832267284393,0.4491256456832089,50,-0.14776136994361877,Qwen/Qwen3-8B,8B,36
