layer,baseline_mean,positive_mean,negative_mean,delta
13,-0.43375,-0.42375,-0.43375,0.010000000000000009
14,-0.43375,-0.4325,-0.43875,0.006249999999999978
15,-0.43375,-0.43375,-0.44,0.006249999999999978
16,-0.43375,-0.4325,-0.42,-0.012500000000000011
17,-0.43375,-0.40625,-0.4675,0.06125000000000003
18,-0.43375,-0.42,-0.47,0.04999999999999999
19,-0.43375,-0.41,-0.46375,0.05375000000000002
20,-0.43375,-0.21625,-0.60625,0.38999999999999996
21,-0.43375,-0.35375,-0.49125,0.1375
22,-0.43375,-0.18375,-0.675,0.4912500000000001
23,-0.43375,-0.2125,-0.6525,0.43999999999999995
24,-0.43375,-0.26875,-0.58,0.31124999999999997
25,-0.43375,-0.2325,-0.6325,0.3999999999999999
26,-0.43375,-0.32875,-0.56625,0.23750000000000004
27,-0.43375,-0.31625,-0.58375,0.2675
28,-0.43375,-0.33375,-0.54,0.20625000000000004
29,-0.43375,-0.4,-0.4625,0.0625
30,-0.43375,-0.4125,-0.44625,0.03375
31,-0.43375,-0.40625,-0.4425,0.036250000000000004
32,-0.43375,-0.4075,-0.45625,0.048750000000000016
33,-0.43375,-0.43125,-0.45125,0.019999999999999962
34,-0.43375,-0.42875,-0.4375,0.00874999999999998
35,-0.43375,-0.4325,-0.4425,0.010000000000000009
36,-0.43375,-0.43875,-0.42625,-0.012499999999999956
37,-0.43375,-0.4275,-0.44625,0.01874999999999999
38,-0.43375,-0.4375,-0.43625,-0.0012499999999999734
39,-0.43375,-0.4275,-0.4375,0.010000000000000009
