layer,baseline_mean,positive_mean,negative_mean,delta
21,0.1453125,0.14375,0.1253125,0.018437499999999996
22,0.1453125,0.1178125,0.1328125,-0.015
23,0.1453125,0.14375,0.13125,0.012499999999999983
24,0.1453125,0.1475,0.1265625,0.020937499999999998
25,0.1453125,0.16125,0.1003125,0.060937500000000006
26,0.1453125,0.1740625,0.1090625,0.065
27,0.1453125,0.1678125,0.1125,0.0553125
28,0.1453125,0.165,0.1103125,0.054687500000000014
29,0.1453125,0.16375,0.115,0.04875
30,0.1453125,0.1503125,0.12625,0.024062499999999987
31,0.1453125,0.15375,0.11125,0.042499999999999996
32,0.1453125,0.1490625,0.12375,0.025312499999999988
33,0.1453125,0.14875,0.12375,0.024999999999999994
34,0.1453125,0.14625,0.11625,0.029999999999999985
35,0.1453125,0.1325,0.1225,0.010000000000000009
36,0.1453125,0.1565625,0.12625,0.030312499999999992
37,0.1453125,0.15,0.10625,0.04375
38,0.1453125,0.1578125,0.125,0.032812499999999994
39,0.1453125,0.14875,0.1103125,0.0384375
40,0.1453125,0.15875,0.1,0.05875
41,0.1453125,0.16375,0.099375,0.064375
42,0.1453125,0.1525,0.1115625,0.0409375
43,0.1453125,0.1725,0.0878125,0.08468749999999999
44,0.1453125,0.521875,-0.395,0.916875
45,0.1453125,0.2875,-0.1,0.38749999999999996
46,0.1453125,0.48125,-0.2225,0.70375
47,0.1453125,0.31125,-0.1075,0.41875
48,0.1453125,0.29125,-0.0675,0.35875
49,0.1453125,0.38375,-0.14375,0.5275
50,0.1453125,0.215,0.0565625,0.1584375
51,0.1453125,0.23625,0.0328125,0.2034375
52,0.1453125,0.20375,0.0678125,0.1359375
53,0.1453125,0.145,0.1240625,0.020937499999999984
54,0.1453125,0.155625,0.1303125,0.025312500000000016
55,0.1453125,0.149375,0.1253125,0.024062500000000014
56,0.1453125,0.160625,0.1215625,0.039062499999999986
57,0.1453125,0.145625,0.1328125,0.012812500000000004
58,0.1453125,0.12625,0.1428125,-0.016562500000000008
59,0.1453125,0.14625,0.1340625,0.01218749999999999
60,0.1453125,0.128125,0.1340625,-0.005937500000000012
61,0.1453125,0.15375,0.129375,0.024375000000000008
62,0.1453125,0.14125,0.141875,-0.0006250000000000144
63,0.1453125,0.1353125,0.13625,-0.0009375000000000078
