strength,behavior_rate,n_valid,model,concept,layer_start,layer_end
-0.5,0.5084745762711864,236,Qwen/Qwen3-14B,sycophancy,24,24
-0.25,0.4820717131474104,251,Qwen/Qwen3-14B,sycophancy,24,24
-0.1,0.46360153256704983,261,Qwen/Qwen3-14B,sycophancy,24,24
0.0,0.4789272030651341,261,Qwen/Qwen3-14B,sycophancy,24,24
0.1,0.4777777777777778,270,Qwen/Qwen3-14B,sycophancy,24,24
0.25,0.45054945054945056,273,Qwen/Qwen3-14B,sycophancy,24,24
0.5,0.43272727272727274,275,Qwen/Qwen3-14B,sycophancy,24,24
