layer,baseline_mean,positive_mean,negative_mean,delta
11,5.02875,5.130625,4.893125,0.23749999999999982
12,5.02875,5.423125,4.66125,0.7618749999999999
13,5.02875,5.23,4.8375,0.39250000000000007
14,5.02875,5.385625,4.64875,0.7368750000000004
15,5.02875,5.31625,4.701875,0.6143749999999999
16,5.02875,5.24875,4.5925,0.65625
17,5.02875,5.2375,4.330625,0.9068749999999994
18,5.02875,5.25078125,3.069375,2.18140625
19,5.02875,5.94109375,1.34875,4.59234375
20,5.02875,5.058515625,1.846875,3.2116406250000002
21,5.02875,2.283125,1.250625,1.0325
22,5.02875,4.53625,3.00265625,1.53359375
23,5.02875,4.795,4.04859375,0.7464062499999997
24,5.02875,6.023125,3.646875,2.37625
25,5.02875,6.04,3.629375,2.410625
26,5.02875,6.210625,3.53875,2.6718750000000004
27,5.02875,5.946875,3.7675,2.1793750000000003
28,5.02875,5.5890625,3.8903125,1.69875
29,5.02875,5.940625,3.896875,2.0437499999999997
30,5.02875,5.545,4.126875,1.4181249999999999
31,5.02875,5.480625,4.060625,1.42
32,5.02875,4.9775,4.3984375,0.5790625
33,5.02875,4.849375,4.363125,0.48625000000000007
34,5.02875,4.6915625,4.206875,0.4846874999999997
35,5.02875,4.8278125,4.855625,-0.027812499999999574
