layer,baseline_rate,positive_rate,negative_rate,delta,valid_rate
13,0.46153846153846156,0.5,0.5333333333333333,-0.033333333333333326,0.7333333333333333
14,0.5333333333333333,0.5625,0.5,0.0625,0.7833333333333333
15,0.47058823529411764,0.5,0.4375,0.0625,0.7833333333333333
16,0.5,0.5333333333333333,0.5625,-0.029166666666666674,0.8166666666666667
17,0.4375,0.5,0.5,0.0,0.7666666666666667
18,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.05882352941176472,0.85
19,0.5625,0.6666666666666666,0.35294117647058826,0.31372549019607837,0.8
20,0.5333333333333333,0.75,0.35294117647058826,0.39705882352941174,0.8
21,0.47058823529411764,0.8,0.4375,0.36250000000000004,0.8
22,0.47058823529411764,0.6875,0.29411764705882354,0.39338235294117646,0.8333333333333334
23,0.5,0.7647058823529411,0.35294117647058826,0.41176470588235287,0.8333333333333334
24,0.5,0.8461538461538461,0.3333333333333333,0.5128205128205128,0.7833333333333333
25,0.47058823529411764,0.7142857142857143,0.375,0.3392857142857143,0.7833333333333333
26,0.4117647058823529,0.5625,0.47058823529411764,0.09191176470588236,0.8333333333333334
27,0.47058823529411764,0.5294117647058824,0.47058823529411764,0.05882352941176472,0.85
28,0.5625,0.4375,0.5294117647058824,-0.09191176470588236,0.8166666666666667
29,0.5333333333333333,0.4375,0.5,-0.0625,0.7833333333333333
30,0.375,0.5,0.5,0.0,0.8
31,0.42857142857142855,0.4666666666666667,0.5,-0.033333333333333326,0.75
32,0.5294117647058824,0.4375,0.4666666666666667,-0.029166666666666674,0.8
33,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.0,0.85
34,0.5625,0.5294117647058824,0.6,-0.07058823529411762,0.8
35,0.5625,0.5333333333333333,0.5333333333333333,0.0,0.7666666666666667
36,0.5294117647058824,0.6153846153846154,0.4375,0.17788461538461542,0.7666666666666667
37,0.4375,0.4375,0.5,-0.0625,0.8
38,0.4666666666666667,0.5333333333333333,0.5333333333333333,0.0,0.75
39,0.4666666666666667,0.5333333333333333,0.5625,-0.029166666666666674,0.7666666666666667
