layer,baseline_mean,positive_mean,negative_mean,delta
21,2.2896875,2.32,2.2846875,0.03531249999999986
22,2.2896875,2.3175,2.266875,0.0506249999999997
23,2.2896875,2.3346875,2.2721875,0.0625
24,2.2896875,2.3521875,2.2459375,0.10624999999999973
25,2.2896875,2.318125,2.2584375,0.05968750000000034
26,2.2896875,2.34875,2.2359375,0.11281249999999998
27,2.2896875,2.329375,2.2528125,0.07656250000000009
28,2.2896875,2.35125,2.251875,0.09937499999999977
29,2.2896875,2.3590625,2.226875,0.13218749999999968
30,2.2896875,2.3646875,2.2384375,0.1262500000000002
31,2.2896875,2.3875,2.23,0.1575000000000002
32,2.2896875,2.3596875,2.2390625,0.12062499999999998
33,2.2896875,2.3728125,2.2275,0.14531250000000018
34,2.2896875,2.429375,2.156875,0.27249999999999996
35,2.2896875,2.424375,2.17875,0.24562499999999998
36,2.2896875,2.3775,2.2209375,0.15656250000000016
37,2.2896875,2.3825,2.21625,0.1662499999999998
38,2.2896875,2.3509375,2.2371875,0.11375000000000002
39,2.2896875,2.3396875,2.2528125,0.08687500000000004
40,2.2896875,2.3521875,2.2425,0.10968749999999972
41,2.2896875,2.336875,2.22,0.11687499999999984
42,2.2896875,2.2934375,2.134375,0.1590625000000001
43,2.2896875,1.8753125,1.0790625,0.7962499999999999
44,2.2896875,2.2421875,1.56,0.6821875
45,2.2896875,2.0590625,1.20875,0.8503125
46,2.2896875,1.91875,0.676640625,1.242109375
47,2.2896875,2.624375,0.8934375,1.7309375
48,2.2896875,2.5146875,0.8509375,1.6637499999999998
49,2.2896875,2.6515625,1.068125,1.5834374999999998
50,2.2896875,2.7396875,1.03375,1.7059375
51,2.2896875,3.206875,1.096875,2.1100000000000003
52,2.2896875,2.5340625,1.37875,1.1553125000000002
53,2.2896875,2.436875,1.398125,1.03875
54,2.2896875,2.7090625,1.625,1.0840625
55,2.2896875,2.7328125,1.5103125,1.2225000000000001
56,2.2896875,2.74375,1.53109375,1.21265625
57,2.2896875,2.51375,1.4359375,1.0778124999999998
58,2.2896875,2.621875,1.595625,1.02625
59,2.2896875,2.616875,1.5778125,1.0390624999999998
60,2.2896875,2.798125,1.4009375,1.3971875000000002
61,2.2896875,3.0678125,1.385,1.6828125
62,2.2896875,2.5603125,1.7059375,0.8543750000000001
63,2.2896875,2.1915625,2.17953125,0.012031249999999716
