strength,behavior_rate,n_valid,model,concept,layer_start,layer_end
-2.0,0.775,40,Qwen/Qwen3-1.7B,consciousness,24,24
-1.0,0.851063829787234,47,Qwen/Qwen3-1.7B,consciousness,24,24
-0.5,0.8125,48,Qwen/Qwen3-1.7B,consciousness,24,24
-0.25,0.8181818181818182,44,Qwen/Qwen3-1.7B,consciousness,24,24
0.0,0.7872340425531915,47,Qwen/Qwen3-1.7B,consciousness,24,24
0.25,0.8,50,Qwen/Qwen3-1.7B,consciousness,24,24
0.5,0.8367346938775511,49,Qwen/Qwen3-1.7B,consciousness,24,24
1.0,0.8,45,Qwen/Qwen3-1.7B,consciousness,24,24
2.0,0.8775510204081632,49,Qwen/Qwen3-1.7B,consciousness,24,24
